start_s,end_s,duration_s,pitch_midi,velocity
0.139320,0.673379,0.534059,67,97
0.150930,0.603719,0.452789,76,69
0.150930,0.684989,0.534059,72,79
0.499229,0.673379,0.174150,88,77
0.673379,0.835918,0.162540,91,74
0.673379,0.859138,0.185760,67,83
0.684989,0.835918,0.150930,72,65
0.859138,1.509297,0.650159,71,80
0.859138,1.532517,0.673379,74,78
0.859138,1.637007,0.777868,67,91
1.555737,1.753107,0.197370,69,83
1.555737,1.753107,0.197370,72,84
1.567347,2.091080,0.523733,64,82
1.753107,1.915646,0.162540,72,75
1.753107,1.927256,0.174150,69,81
1.915646,2.102690,0.187044,84,81
1.915646,2.207180,0.291533,72,65
1.927256,2.265229,0.337973,69,74
2.079470,2.253620,0.174150,88,74
2.091080,2.276839,0.185760,64,76
2.253620,2.915388,0.661769,71,83
2.265229,2.985048,0.719819,67,94
2.276839,2.961828,0.684989,64,89
2.961828,3.333347,0.371519,69,85
2.973438,3.147588,0.174150,60,82
2.973438,3.658427,0.684989,65,64
3.135978,3.298517,0.162540,79,46
3.147588,3.681647,0.534059,60,83
3.321737,3.484277,0.162540,81,59
3.333347,3.681647,0.348299,69,75
3.507497,3.693257,0.185760,84,78
3.681647,3.844186,0.162540,45,48
3.681647,4.031230,0.349583,67,84
3.681647,4.379529,0.697883,60,87
3.693257,4.356309,0.663053,64,79
3.867406,4.321479,0.454073,72,51
4.031230,4.391139,0.359909,67,76
4.240210,4.472409,0.232200,48,42
4.379529,4.542069,0.162540,60,73
4.379529,4.925198,0.545669,62,79
4.391139,5.064518,0.673379,65,65
4.542069,4.913588,0.371519,60,80
4.692999,4.832318,0.139320,86,67
4.901978,5.076128,0.174150,84,70
4.913588,5.215448,0.301859,60,56
4.925198,5.215448,0.290249,62,66
5.087738,5.586967,0.499229,67,69
5.099348,5.261888,0.162540,71,78
5.261888,5.737897,0.476009,69,72
5.273498,5.447647,0.174150,72,84
5.447647,5.784337,0.336689,74,76
5.447647,5.795946,0.348299,71,78
5.807556,5.959770,0.152214,68,96
5.807556,6.319679,0.512123,72,73
5.959770,6.319679,0.359909,67,91
6.133920,6.308069,0.174150,87,69
6.319679,6.458999,0.139320,72,65
6.319679,6.482219,0.162540,91,75
6.319679,6.493829,0.174150,67,76
6.493829,7.213648,0.719819,67,90
6.493829,7.213648,0.719819,70,84
6.505439,7.213648,0.708209,65,69
7.213648,7.376187,0.162540,63,58
7.213648,7.387797,0.174150,68,85
7.213648,7.561947,0.348299,65,68
7.376187,7.550337,0.174150,82,65
7.376187,7.921856,0.545669,63,73
7.387797,7.921856,0.534059,68,81
7.561947,7.770927,0.208980,84,68
7.561947,7.852196,0.290249,65,64
7.736097,7.910246,0.174150,87,76
7.910246,8.352709,0.442463,82,53
7.921856,8.608129,0.686273,63,82
7.921856,8.619739,0.697883,67,86
8.619739,8.782278,0.162540,60,83
8.619739,8.968038,0.348299,68,82
8.619739,9.153798,0.534059,62,69
8.631349,9.304727,0.673379,65,66
8.782278,9.153798,0.371519,60,82
8.968038,9.118968,0.150930,80,60
8.968038,9.351167,0.383129,68,74
9.142188,9.304727,0.162540,84,72
9.153798,9.304727,0.150930,62,62
9.153798,9.327947,0.174150,60,72
9.327947,9.676247,0.348299,61,81
9.327947,9.676247,0.348299,70,79
9.327947,9.687857,0.359909,63,78
9.676247,10.002610,0.326363,70,62
9.676247,10.246420,0.570173,60,79
9.687857,9.991000,0.303143,63,62
9.780737,10.002610,0.221873,51,48
10.025830,10.722429,0.696599,68,78
10.037440,10.199980,0.162540,72,63
10.037440,10.374129,0.336689,65,66
10.037440,10.722429,0.684989,62,77
10.199980,10.652769,0.452789,72,59
10.374129,10.548279,0.174150,89,62
10.374129,10.699209,0.325079,65,68
10.734039,10.919798,0.185760,75,64
10.734039,11.604787,0.870748,67,96
10.734039,11.604787,0.870748,70,91
10.745649,11.604787,0.859138,63,85
