start_s,end_s,duration_s,pitch_midi,velocity
0.150930,0.348299,0.197370,55,75
0.150930,0.348299,0.197370,72,54
0.150930,0.545669,0.394739,60,58
0.150930,0.952018,0.801088,48,77
0.150930,0.952018,0.801088,52,74
0.220590,0.650159,0.429569,36,46
0.348299,0.650159,0.301859,67,61
0.348299,0.754649,0.406349,55,72
0.545669,0.812698,0.267029,72,66
0.545669,0.835918,0.290249,60,51
0.754649,0.940408,0.185760,77,78
0.754649,0.952018,0.197370,55,69
0.952018,1.091338,0.139320,64,43
0.952018,1.149388,0.197370,55,75
0.952018,1.149388,0.197370,60,51
0.952018,1.544127,0.592109,52,81
0.952018,1.555737,0.603719,48,78
1.068118,1.416417,0.348299,36,46
1.149388,1.358367,0.208980,55,69
1.149388,1.544127,0.394739,60,57
1.149388,1.555737,0.406349,72,55
1.346757,1.753107,0.406349,67,57
1.358367,1.567347,0.208980,55,71
1.544127,2.346499,0.802372,52,74
1.544127,2.346499,0.802372,60,56
1.555737,1.776327,0.220590,72,57
1.555737,2.358109,0.802372,48,82
1.567347,2.346499,0.779152,56,72
1.753107,2.091080,0.337973,67,63
1.950476,2.114300,0.163824,84,58
2.137520,2.300059,0.162540,67,46
2.137520,2.300059,0.162540,79,56
2.346499,2.509039,0.162540,60,43
2.346499,2.543869,0.197370,52,79
2.346499,2.543869,0.197370,77,54
2.346499,3.135978,0.789478,56,68
2.358109,3.159198,0.801088,48,81
2.543869,2.729629,0.185760,76,65
2.543869,3.147588,0.603719,52,77
2.741239,2.950218,0.208980,74,68
2.950218,3.147588,0.197370,60,54
2.950218,3.147588,0.197370,72,80
3.147588,3.356567,0.208980,55,75
3.147588,3.379787,0.232200,72,56
3.147588,3.553937,0.406349,60,60
3.147588,3.960286,0.812698,52,76
3.159198,3.960286,0.801088,48,76
3.205638,3.658427,0.452789,36,48
3.356567,3.658427,0.301859,67,63
3.356567,3.762917,0.406349,55,74
3.553937,3.820966,0.267029,72,67
3.553937,3.867406,0.313469,60,50
3.751307,3.948676,0.197370,77,76
3.762917,3.960286,0.197370,55,72
3.960286,4.147330,0.187044,60,51
3.960286,4.344699,0.384413,55,74
3.960286,4.542069,0.581783,52,81
3.960286,4.553679,0.593393,48,77
4.077670,4.437579,0.359909,36,49
4.147330,4.425969,0.278639,72,65
4.147330,4.542069,0.394739,60,56
4.344699,4.576899,0.232200,55,69
4.344699,4.576899,0.232200,67,74
4.507239,5.110958,0.603719,45,47
4.542069,4.762659,0.220590,57,69
4.542069,4.960028,0.417959,60,53
4.542069,5.354767,0.812698,52,76
4.553679,4.704609,0.150930,72,53
4.553679,5.366377,0.812698,48,81
4.739439,5.076128,0.336689,67,62
4.762659,5.354767,0.592109,57,61
4.960028,5.169008,0.208980,60,52
4.960028,5.192228,0.232200,72,65
5.145788,5.296717,0.150930,81,51
5.354767,5.761117,0.406349,53,72
5.354767,5.923656,0.568889,50,66
5.354767,5.946876,0.592109,56,72
5.436037,5.726287,0.290249,41,52
5.761117,5.923656,0.162540,77,66
5.761117,5.958486,0.197370,53,69
5.946876,6.621539,0.674663,48,79
5.946876,6.621539,0.674663,60,65
5.958486,6.157140,0.198654,72,49
5.958486,6.621539,0.663053,52,78
5.958486,6.621539,0.663053,55,59
6.226800,6.598319,0.371519,36,42
