start_s,end_s,duration_s,pitch_midi,velocity
0.139320,0.348299,0.208980,72,82
0.150930,0.476009,0.325079,76,55
0.162540,0.499229,0.336689,74,58
0.348299,0.545669,0.197370,72,63
0.348299,0.545669,0.197370,83,83
0.545669,0.731429,0.185760,72,64
0.545669,0.754649,0.208980,84,81
0.743039,1.137778,0.394739,79,74
0.754649,1.126168,0.371519,74,81
0.754649,1.149388,0.394739,71,85
1.149388,1.555737,0.406349,72,94
1.544127,1.764717,0.220590,69,88
1.544127,1.915646,0.371519,77,63
1.555737,1.950476,0.394739,72,79
1.753107,1.927256,0.174150,83,72
1.764717,2.137520,0.372803,69,74
1.950476,2.149130,0.198654,72,69
1.950476,2.160740,0.210263,84,84
2.149130,2.532259,0.383129,76,75
2.149130,2.543869,0.394739,67,98
2.149130,2.555479,0.406349,72,83
2.543869,2.950218,0.406349,60,92
2.543869,2.961828,0.417959,67,85
2.555479,2.938608,0.383129,64,76
2.555479,2.950218,0.394739,72,66
2.950218,3.356567,0.406349,65,65
2.950218,3.368177,0.417959,62,73
2.950218,3.553937,0.603719,60,72
2.961828,3.298517,0.336689,67,46
3.147588,3.321737,0.174150,83,64
3.344957,3.530717,0.185760,84,69
3.356567,3.553937,0.197370,65,63
3.368177,3.565547,0.197370,62,67
3.553937,3.948676,0.394739,67,86
3.553937,4.344699,0.790762,59,80
3.553937,4.344699,0.790762,65,49
3.646817,4.333089,0.686273,61,73
3.925456,4.054450,0.128994,86,62
3.948676,4.356309,0.407633,67,80
4.333089,4.739439,0.406349,69,83
4.344699,4.948418,0.603719,60,78
4.344699,4.960028,0.615329,65,69
4.542069,4.704609,0.162540,83,70
4.739439,4.925198,0.185760,81,71
4.739439,5.099348,0.359909,69,65
4.948418,5.528917,0.580499,67,71
4.948418,5.540527,0.592109,61,79
4.960028,5.157398,0.197370,65,59
5.157398,5.331547,0.174150,77,72
5.157398,5.505697,0.348299,65,53
5.343157,5.563747,0.220590,75,87
5.552137,5.749507,0.197370,60,73
5.552137,5.946876,0.394739,70,55
5.563747,5.772727,0.208980,74,68
5.668237,6.133920,0.465683,68,66
5.749507,5.994600,0.245093,72,65
5.749507,6.133920,0.384413,60,81
5.946876,6.191970,0.245093,70,80
6.133920,7.178818,1.044898,60,89
6.145530,6.900178,0.754649,72,58
6.145530,7.178818,1.033288,67,95
6.157140,7.178818,1.021678,64,75
