start_s,end_s,duration_s,pitch_midi,velocity
0.139320,0.336689,0.197370,76,66
0.150930,0.545669,0.394739,60,56
0.150930,0.696599,0.545669,48,81
0.336689,0.568889,0.232200,67,73
0.522449,1.010068,0.487619,55,80
0.534059,0.870748,0.336689,72,70
0.545669,0.917188,0.371519,60,63
0.719819,0.940408,0.220590,79,61
0.917188,1.311927,0.394739,60,87
0.928798,1.137778,0.208980,76,80
1.114558,1.311927,0.197370,74,77
1.311927,1.509297,0.197370,55,94
1.311927,1.671837,0.359909,60,57
1.311927,1.683447,0.371519,72,70
1.497687,1.962086,0.464399,67,71
1.509297,1.811156,0.301859,55,68
1.706667,1.938866,0.232200,76,67
1.706667,2.079470,0.372803,53,81
1.892426,2.091080,0.198654,69,97
2.067860,2.242010,0.174150,41,41
2.079470,2.276839,0.197370,60,94
2.079470,2.404549,0.325079,53,50
2.079470,2.404549,0.325079,72,57
2.091080,2.300059,0.208980,69,65
2.265229,2.450989,0.185760,79,60
2.276839,2.555479,0.278639,60,75
2.462599,2.659969,0.197370,57,96
2.474209,2.659969,0.185760,77,66
2.659969,2.845728,0.185760,76,61
2.659969,3.147588,0.487619,57,65
2.857338,3.228858,0.371519,72,55
2.857338,3.240468,0.383129,53,94
3.228858,3.553937,0.325079,74,65
3.240468,3.635207,0.394739,52,82
3.437837,3.646817,0.208980,67,97
3.635207,3.832576,0.197370,59,92
3.635207,3.984790,0.349583,52,60
3.646817,3.948676,0.301859,71,50
3.646817,4.008010,0.361193,67,70
3.646817,4.089280,0.442463,64,58
3.774527,3.925456,0.150930,40,47
3.832576,4.077670,0.245093,74,75
3.832576,4.124110,0.291533,59,71
4.008010,4.437579,0.429569,57,79
4.205380,4.588509,0.383129,67,88
4.402749,4.600119,0.197370,72,70
4.402749,4.797488,0.394739,60,88
4.588509,4.774268,0.185760,67,62
4.600119,4.739439,0.139320,72,53
4.600119,4.774268,0.174150,76,96
4.774268,5.087738,0.313469,77,71
4.785878,4.994858,0.208980,62,40
4.785878,5.273498,0.487619,50,73
4.983248,5.180618,0.197370,74,69
4.994858,5.169008,0.174150,62,53
5.192228,5.517307,0.325079,57,65
5.192228,5.679847,0.487619,45,81
5.377987,5.575357,0.197370,77,73
5.563747,5.912046,0.348299,55,59
5.575357,6.284849,0.709493,43,82
5.761117,5.912046,0.150930,81,50
5.958486,6.331289,0.372803,47,83
5.958486,6.331289,0.372803,59,68
6.331289,7.074328,0.743039,48,92
6.342899,6.760859,0.417959,76,62
6.342899,7.074328,0.731429,60,56
