start_s,end_s,duration_s,pitch_midi,velocity
0.139320,0.441179,0.301859,75,87
0.150930,0.290249,0.139320,66,24
0.150930,0.429569,0.278639,59,98
0.162540,0.766259,0.603719,47,54
0.290249,0.429569,0.139320,66,79
0.429569,0.580499,0.150930,66,58
0.429569,0.592109,0.162540,78,72
0.429569,0.731429,0.301859,59,90
0.441179,0.708209,0.267029,75,85
0.580499,0.975238,0.394739,66,63
0.719819,0.998458,0.278639,76,85
0.719819,1.021678,0.301859,73,82
0.731429,0.998458,0.267029,59,64
0.998458,1.288707,0.290249,59,78
0.998458,1.288707,0.290249,75,88
1.010068,1.149388,0.139320,71,86
1.126168,1.578957,0.452789,47,49
1.149388,1.300317,0.150930,71,69
1.149388,1.439637,0.290249,66,67
1.288707,1.567347,0.278639,75,86
1.288707,1.869206,0.580499,59,57
1.300317,1.613787,0.313469,71,78
1.439637,1.869206,0.429569,66,68
1.567347,1.718277,0.150930,54,46
1.578957,1.869206,0.290249,76,86
1.578957,1.998200,0.419243,73,77
1.869206,1.998200,0.128994,66,59
1.869206,2.149130,0.279923,59,55
1.869206,2.149130,0.279923,75,92
1.869206,2.149130,0.279923,78,72
1.915646,2.439379,0.523733,47,55
1.998200,2.149130,0.150930,66,91
2.149130,2.288449,0.139320,66,73
2.149130,2.346499,0.197370,78,75
2.149130,2.404549,0.255420,59,58
2.149130,2.427769,0.278639,75,92
2.288449,2.706409,0.417959,66,71
2.427769,2.567089,0.139320,54,51
2.439379,2.718019,0.278639,76,90
2.439379,2.752849,0.313469,73,87
2.718019,2.868948,0.150930,66,39
2.718019,3.008268,0.290249,71,93
2.718019,3.008268,0.290249,75,92
2.868948,3.147588,0.278639,66,77
3.008268,3.286907,0.278639,75,89
3.008268,3.403007,0.394739,71,82
3.147588,3.588767,0.441179,66,69
3.298517,3.577157,0.278639,76,85
3.298517,3.681647,0.383129,73,77
3.577157,3.973180,0.396023,75,73
3.588767,3.797746,0.208980,47,50
3.588767,3.867406,0.278639,59,97
3.588767,3.867406,0.278639,66,63
3.867406,4.019620,0.152214,71,42
3.867406,4.135720,0.268313,83,73
3.867406,4.147330,0.279923,59,96
3.867406,4.147330,0.279923,78,55
3.867406,4.379529,0.512123,66,63
4.135720,4.425969,0.290249,83,74
4.147330,4.402749,0.255420,78,69
4.147330,4.820708,0.673379,59,61
4.425969,4.600119,0.174150,80,38
4.425969,4.634949,0.208980,83,55
4.437579,4.611729,0.174150,76,56
4.437579,4.994858,0.557279,64,72
4.437579,5.006468,0.568889,68,83
4.716219,4.925198,0.208980,82,64
4.716219,4.983248,0.267029,78,78
5.006468,5.169008,0.162540,80,54
5.006468,5.273498,0.267029,64,62
5.006468,5.285107,0.278639,68,70
5.018078,5.273498,0.255420,76,75
5.296717,5.586967,0.290249,63,83
5.296717,5.586967,0.290249,75,44
5.296717,5.842386,0.545669,66,68
5.586967,5.819166,0.232200,75,72
5.586967,5.935266,0.348299,71,84
5.586967,6.226800,0.639833,63,63
5.865606,6.133920,0.268313,76,73
5.865606,6.145530,0.279923,73,81
6.145530,6.284849,0.139320,60,79
6.145530,6.400949,0.255420,75,68
6.145530,6.586709,0.441179,66,57
6.284849,6.528659,0.243810,72,63
6.284849,7.016278,0.731429,60,75
6.424169,6.714419,0.290249,69,88
6.586709,6.969838,0.383129,66,67
6.714419,7.004668,0.290249,69,101
7.004668,7.492287,0.487619,68,73
7.004668,7.794146,0.789478,49,45
7.016278,7.585167,0.568889,61,75
7.016278,7.585167,0.568889,64,54
7.294917,7.585167,0.290249,75,76
7.294917,7.945076,0.650159,66,60
7.585167,7.863806,0.278639,73,66
7.585167,7.875416,0.290249,64,82
7.585167,7.933466,0.348299,61,67
7.863806,8.445589,0.581783,54,89
7.875416,8.433979,0.558563,71,81
7.875416,8.445589,0.570173,64,82
8.433979,8.724229,0.290249,70,86
8.445589,8.724229,0.278639,54,87
8.445589,8.724229,0.278639,64,76
8.445589,8.840328,0.394739,42,47
8.712619,9.734297,1.021678,59,96
8.724229,9.037698,0.313469,54,50
8.724229,9.304727,0.580499,71,57
8.724229,9.734297,1.010068,63,94
8.735839,9.711077,0.975238,35,55
