start_s,end_s,duration_s,pitch_midi,velocity
0.139320,0.348299,0.208980,39,97
0.139320,0.626939,0.487619,67,68
0.348299,0.534059,0.185760,70,59
0.348299,0.545669,0.197370,58,36
0.348299,1.044898,0.696599,39,70
0.348299,1.149388,0.801088,46,74
0.545669,0.696599,0.150930,58,51
0.545669,0.708209,0.162540,77,60
0.743039,1.021678,0.278639,75,69
0.743039,1.532517,0.789478,51,86
0.754649,1.068118,0.313469,63,48
1.149388,1.695057,0.545669,70,49
1.149388,1.869206,0.719819,46,81
1.219048,1.369977,0.150930,39,43
1.567347,1.950476,0.383129,42,94
1.950476,2.334889,0.384413,42,68
1.962086,2.427769,0.465683,70,70
1.962086,2.706409,0.744322,49,77
2.149130,2.346499,0.197370,77,67
2.334889,3.530717,1.195828,53,88
2.346499,2.741239,0.394739,75,72
2.706409,3.333347,0.626939,70,89
3.344957,3.937066,0.592109,45,82
3.356567,3.495887,0.139320,57,48
3.356567,3.693257,0.336689,69,58
3.553937,3.890626,0.336689,61,53
3.553937,4.309869,0.755932,49,75
3.751307,3.948676,0.197370,78,77
3.948676,4.158940,0.210263,64,48
3.948676,4.193770,0.245093,76,58
3.960286,5.157398,1.197112,52,74
4.344699,4.751049,0.406349,69,96
4.739439,5.169008,0.429569,60,51
4.739439,5.482477,0.743039,48,82
4.751049,5.041298,0.290249,69,59
4.751049,5.099348,0.348299,72,52
5.157398,5.308327,0.150930,64,45
5.157398,5.366377,0.208980,76,67
5.157398,5.912046,0.754649,52,79
5.343157,5.540527,0.197370,81,80
5.552137,6.145530,0.593393,55,91
5.958486,6.157140,0.198654,76,82
6.145530,6.319679,0.174150,78,76
6.145530,6.366119,0.220590,55,71
6.342899,7.457457,1.114558,39,100
6.354509,7.225258,0.870748,51,54
