start_s,end_s,duration_s,pitch_midi,velocity
0.116100,0.580499,0.464399,75,96
0.371519,0.754649,0.383129,80,80
0.603719,0.847528,0.243810,82,90
0.835918,1.532517,0.696599,68,97
0.847528,1.323537,0.476009,75,94
1.277098,1.520907,0.243810,85,85
1.520907,1.683447,0.162540,84,41
1.532517,1.986590,0.454073,68,99
1.532517,1.998200,0.465683,65,87
1.544127,2.427769,0.883642,73,71
1.986590,2.172350,0.185760,80,65
1.986590,2.450989,0.464399,68,92
1.998200,2.404549,0.406349,65,67
2.450989,2.683189,0.232200,58,87
2.450989,2.915388,0.464399,67,91
2.462599,3.159198,0.696599,63,68
2.683189,3.159198,0.476009,58,83
2.903778,3.089538,0.185760,79,63
2.915388,3.170808,0.255420,67,79
3.147588,4.054450,0.906862,56,86
3.147588,4.054450,0.906862,60,86
3.159198,3.996400,0.837202,63,64
3.333347,3.996400,0.663053,44,47
3.600377,3.786137,0.185760,85,68
3.832576,3.996400,0.163824,87,72
3.855796,4.054450,0.198654,68,43
4.054450,4.472409,0.417959,56,58
4.054450,4.762659,0.708209,61,88
4.066060,4.251820,0.185760,84,49
4.066060,4.762659,0.696599,68,83
4.367919,4.646559,0.278639,73,37
4.518849,4.739439,0.220590,82,76
4.646559,4.925198,0.278639,49,39
4.751049,4.913588,0.162540,80,63
4.762659,4.994858,0.232200,68,65
4.762659,5.169008,0.406349,61,68
4.994858,5.169008,0.174150,44,39
4.994858,5.308327,0.313469,68,44
4.994858,5.912046,0.917188,56,85
5.006468,5.679847,0.673379,63,74
5.459257,5.691457,0.232200,73,84
5.517307,5.877216,0.359909,44,55
5.679847,5.865606,0.185760,63,62
5.691457,5.935266,0.243810,72,89
5.923656,6.191970,0.268313,64,55
5.923656,6.354509,0.430853,70,62
5.923656,6.807298,0.883642,59,65
5.923656,6.842128,0.918472,52,81
5.935266,6.075870,0.140604,40,48
6.342899,6.807298,0.464399,40,67
6.366119,6.621539,0.255420,68,94
6.609929,6.865348,0.255420,70,83
6.621539,6.842128,0.220590,68,64
6.830518,7.109158,0.278639,44,39
6.842128,6.993058,0.150930,60,84
6.842128,7.155598,0.313469,68,53
6.842128,7.503897,0.661769,51,88
6.842128,7.503897,0.661769,56,88
6.993058,7.503897,0.510839,60,85
