start_s,end_s,duration_s,pitch_midi,velocity
0.034830,0.499229,0.464399,75,96
0.290249,0.684989,0.394739,80,76
0.510839,0.754649,0.243810,82,91
0.754649,1.242268,0.487619,75,95
0.754649,1.451247,0.696599,68,97
1.207438,1.428027,0.220590,85,85
1.451247,1.915646,0.464399,65,89
1.451247,1.915646,0.464399,68,98
1.451247,1.915646,0.464399,73,76
1.915646,2.079470,0.163824,80,69
1.915646,2.311669,0.396023,65,66
1.915646,2.334889,0.419243,73,66
1.915646,2.369719,0.454073,68,91
2.369719,2.601919,0.232200,58,88
2.369719,2.822508,0.452789,67,90
2.381329,3.077928,0.696599,63,68
2.601919,3.066318,0.464399,58,83
2.822508,2.996658,0.174150,79,63
2.822508,3.077928,0.255420,67,77
3.054708,3.973180,0.918472,56,84
3.066318,3.973180,0.906862,60,86
3.077928,3.519107,0.441179,63,69
3.228858,3.913846,0.684989,44,48
3.519107,3.693257,0.174150,85,71
3.519107,3.925456,0.406349,63,61
3.751307,3.925456,0.174150,87,72
3.973180,4.158940,0.185760,84,45
3.973180,4.367919,0.394739,56,59
3.973180,4.437579,0.464399,61,94
3.973180,4.437579,0.464399,68,90
4.437579,4.646559,0.208980,82,78
4.437579,4.669779,0.232200,61,78
4.437579,4.669779,0.232200,68,64
4.669779,4.820708,0.150930,80,62
4.669779,4.901978,0.232200,68,68
4.669779,5.052908,0.383129,61,70
4.901978,5.076128,0.174150,44,41
4.901978,5.203838,0.301859,68,41
4.901978,5.830776,0.928798,56,85
4.913588,5.377987,0.464399,63,74
5.377987,5.610187,0.232200,73,85
5.377987,5.784337,0.406349,63,69
5.447647,5.795946,0.348299,44,56
5.610187,5.853996,0.243810,72,86
5.830776,6.110700,0.279923,64,52
5.830776,6.284849,0.454073,70,64
5.842386,6.714419,0.872032,59,65
5.842386,6.760859,0.918472,52,80
6.145530,6.702809,0.557279,40,65
6.284849,6.760859,0.476009,68,78
6.505439,6.772468,0.267029,70,83
6.749249,7.039498,0.290249,44,35
6.749249,7.422627,0.673379,56,87
6.760859,6.900178,0.139320,60,85
6.760859,7.074328,0.313469,68,57
6.760859,7.422627,0.661769,51,88
6.900178,7.422627,0.522449,60,84
