start_s,end_s,duration_s,pitch_midi,velocity
0.139320,1.381587,1.242268,60,82
0.150930,0.325079,0.174150,67,95
0.150930,0.499229,0.348299,72,61
0.325079,0.673379,0.348299,67,100
0.499229,0.847528,0.348299,72,71
0.673379,1.010068,0.336689,77,81
0.673379,1.033288,0.359909,67,79
1.021678,1.393197,0.371519,76,87
1.033288,1.381587,0.348299,67,75
1.160998,1.311927,0.150930,48,48
1.381587,1.741497,0.359909,67,62
1.381587,1.915646,0.534059,60,66
1.381587,1.915646,0.534059,72,82
1.741497,2.892168,1.150672,67,69
1.915646,2.334889,0.419243,72,81
1.915646,2.810898,0.895252,60,52
2.079470,2.427769,0.348299,77,89
2.427769,2.926998,0.499229,76,93
2.590309,2.903778,0.313469,48,46
2.973438,3.147588,0.174150,72,85
2.973438,3.855796,0.882358,56,74
2.985048,3.484277,0.499229,63,61
2.985048,3.495887,0.510839,44,54
3.135978,3.751307,0.615329,67,71
3.147588,3.333347,0.185760,72,62
3.333347,3.751307,0.417959,72,76
3.495887,3.797746,0.301859,44,65
3.507497,3.832576,0.325079,77,82
3.623597,3.844186,0.220590,63,46
3.855796,4.205380,0.349583,75,79
3.855796,4.518849,0.663053,63,46
3.855796,4.530459,0.674663,56,72
3.971896,4.112500,0.140604,44,50
4.205380,4.727829,0.522449,72,89
4.298259,4.495629,0.197370,44,58
4.553679,5.227058,0.673379,67,80
4.727829,5.238668,0.510839,72,87
4.913588,5.261888,0.348299,77,89
4.948418,5.169008,0.220590,44,55
5.273498,5.784337,0.510839,75,90
5.331547,5.726287,0.394739,56,60
5.459257,5.668237,0.208980,63,42
5.795946,5.971380,0.175434,60,82
5.795946,7.689657,1.893710,53,84
5.971380,6.551879,0.580499,67,65
5.971380,6.981448,1.010068,60,66
6.145530,6.354509,0.208980,72,67
6.319679,6.551879,0.232200,77,71
6.505439,6.981448,0.476009,41,49
6.679589,7.109158,0.429569,75,77
7.027888,7.445847,0.417959,72,86
7.027888,7.701267,0.673379,60,56
7.387797,7.840586,0.452789,67,91
7.736097,8.074070,0.337973,56,67
7.736097,8.225000,0.488903,70,71
7.736097,8.608129,0.872032,61,60
7.736097,8.619739,0.883642,49,80
7.863806,8.120510,0.256703,37,47
8.074070,8.573299,0.499229,68,65
8.074070,8.631349,0.557279,56,73
8.619739,8.828718,0.208980,69,79
8.619739,9.850396,1.230658,48,79
8.689399,8.828718,0.139320,60,60
8.689399,8.933208,0.243810,72,46
8.770668,10.176760,1.406091,55,73
8.828718,10.176760,1.348041,60,71
8.828718,10.176760,1.348041,69,64
9.246678,9.502097,0.255420,36,45
9.653027,9.885226,0.232200,36,45
9.850396,10.176760,0.326363,48,79
