start_s,end_s,duration_s,pitch_midi,velocity
0.150930,0.429569,0.278639,72,77
0.162540,0.313469,0.150930,51,95
0.301859,0.568889,0.267029,74,69
0.313469,0.464399,0.150930,51,64
0.464399,0.731429,0.267029,79,59
0.464399,0.766259,0.301859,58,74
0.626939,1.033288,0.406349,72,69
0.789478,1.079728,0.290249,63,76
0.789478,1.091338,0.301859,74,78
1.091338,1.416417,0.325079,58,85
1.091338,1.532517,0.441179,67,88
1.404807,1.753107,0.348299,53,81
1.416417,1.602177,0.185760,72,58
1.567347,1.857596,0.290249,74,75
1.729887,1.892426,0.162540,60,98
1.741497,1.892426,0.150930,72,27
1.892426,2.079470,0.187044,60,70
1.892426,2.288449,0.396023,72,68
2.044640,2.334889,0.290249,65,75
2.044640,2.358109,0.313469,74,86
2.358109,2.520649,0.162540,60,90
2.358109,2.520649,0.162540,72,27
2.358109,2.706409,0.348299,70,75
2.520649,2.683189,0.162540,72,88
2.520649,2.694799,0.174150,60,68
2.671579,2.822508,0.150930,75,56
2.671579,2.973438,0.301859,56,82
2.683189,2.926998,0.243810,72,51
2.834118,3.077928,0.243810,77,75
2.985048,3.217248,0.232200,82,62
2.996658,3.147588,0.150930,63,83
2.996658,3.147588,0.150930,75,29
3.147588,3.321737,0.174150,63,61
3.147588,3.321737,0.174150,75,87
3.310127,3.635207,0.325079,68,90
3.310127,3.728087,0.417959,77,82
3.321737,3.565547,0.243810,75,51
3.635207,3.971896,0.336689,72,81
3.635207,4.031230,0.396023,63,56
3.786137,3.948676,0.162540,74,86
3.948676,4.089280,0.140604,58,93
3.948676,4.205380,0.256703,75,73
4.089280,4.263429,0.174150,58,77
4.089280,4.414359,0.325079,77,59
4.251820,4.425969,0.174150,79,74
4.251820,4.542069,0.290249,65,64
4.414359,4.727829,0.313469,77,81
4.565289,4.855538,0.290249,82,52
4.565289,4.890368,0.325079,70,86
4.727829,4.936808,0.208980,77,89
4.878758,5.145788,0.267029,79,68
4.890368,5.157398,0.267029,65,63
5.041298,5.215448,0.174150,82,85
5.203838,5.412817,0.208980,84,59
5.203838,5.494087,0.290249,61,79
5.366377,5.610187,0.243810,75,85
5.517307,5.853996,0.336689,68,78
5.528917,5.807556,0.278639,77,72
5.679847,5.830776,0.150930,79,73
5.830776,5.982990,0.152214,80,86
5.830776,6.075870,0.245093,73,75
5.982990,6.215190,0.232200,80,45
6.145530,6.458999,0.313469,68,85
6.296459,6.470609,0.174150,82,79
6.458999,6.667979,0.208980,84,61
6.458999,6.795688,0.336689,61,85
6.621539,6.818908,0.197370,79,78
6.784078,7.109158,0.325079,68,84
6.935008,7.260088,0.325079,82,62
7.097548,7.248478,0.150930,84,73
7.109158,7.387797,0.278639,73,68
7.260088,7.445847,0.185760,82,89
7.445847,7.619997,0.174150,84,71
7.445847,7.817366,0.371519,68,86
7.619997,7.828976,0.208980,85,82
7.828976,9.385997,1.557021,60,93
7.840586,8.166950,0.326363,48,43
7.840586,9.385997,1.545411,67,87
7.840586,9.385997,1.545411,72,57
7.852196,8.329489,0.477293,76,64
8.550079,9.374387,0.824308,76,59
