start_s,end_s,duration_s,pitch_midi,velocity
0.150930,0.325079,0.174150,47,37
0.150930,0.557279,0.406349,64,47
0.150930,0.568889,0.417959,59,75
0.150930,0.766259,0.615329,52,89
0.162540,0.301859,0.139320,44,51
0.162540,0.313469,0.150930,81,51
0.162540,0.452789,0.290249,40,51
0.162540,0.568889,0.406349,56,90
0.348299,0.510839,0.162540,80,54
0.557279,0.766259,0.208980,64,54
0.568889,0.777868,0.208980,59,60
0.568889,0.835918,0.267029,76,63
0.568889,0.975238,0.406349,56,78
0.626939,1.637007,1.010068,40,48
0.766259,0.975238,0.208980,81,87
0.766259,1.393197,0.626939,52,85
0.777868,1.288707,0.510839,59,55
0.975238,1.369977,0.394739,81,45
0.975238,1.497687,0.522449,56,59
1.184218,1.590567,0.406349,76,80
1.393197,1.602177,0.208980,71,90
1.393197,1.613787,0.220590,52,87
1.393197,1.718277,0.325079,59,40
1.602177,1.811156,0.208980,64,76
1.602177,1.845986,0.243810,71,57
1.613787,2.636749,1.022962,52,71
1.811156,2.009810,0.198654,63,86
1.845986,1.998200,0.152214,59,43
2.009810,2.218790,0.208980,63,78
2.009810,2.625139,0.615329,59,88
2.218790,2.427769,0.208980,64,65
2.427769,2.845728,0.417959,63,86
2.625139,2.845728,0.220590,59,102
2.636749,3.008268,0.371519,52,55
2.834118,3.031488,0.197370,57,84
2.845728,3.403007,0.557279,63,56
2.845728,3.472667,0.626939,59,77
3.031488,3.472667,0.441179,56,92
3.054708,3.310127,0.255420,52,43
3.101148,3.368177,0.267029,40,47
3.461057,3.600377,0.139320,81,52
3.461057,4.692999,1.231941,49,71
3.472667,3.658427,0.185760,61,55
3.472667,3.809356,0.336689,37,46
3.472667,3.879016,0.406349,56,82
3.472667,4.692999,1.220332,59,66
3.658427,3.971896,0.313469,61,52
3.879016,4.228600,0.349583,76,70
3.879016,4.809098,0.930082,56,59
4.066060,4.275039,0.208980,81,81
4.112500,4.484019,0.371519,61,42
4.275039,4.460799,0.185760,80,58
4.460799,4.785878,0.325079,81,46
4.484019,4.890368,0.406349,76,79
4.495629,4.785878,0.290249,61,41
4.576899,4.820708,0.243810,37,39
4.669779,4.913588,0.243810,71,88
4.692999,5.041298,0.348299,49,45
4.692999,5.052908,0.359909,59,52
4.925198,5.122568,0.197370,64,88
4.925198,5.261888,0.336689,71,57
5.122568,5.540527,0.417959,63,78
5.319937,5.946876,0.626939,59,90
5.540527,5.737897,0.197370,64,71
5.737897,5.946876,0.208980,63,87
5.946876,6.145530,0.198654,63,81
5.946876,6.157140,0.210263,59,99
6.133920,6.400949,0.267029,57,82
6.145530,6.702809,0.557279,63,56
6.157140,6.749249,0.592109,59,76
6.400949,6.772468,0.371519,56,89
6.772468,6.981448,0.208980,48,90
6.772468,7.805756,1.033288,57,61
6.981448,7.190428,0.208980,59,82
6.981448,8.155340,1.173892,48,72
7.190428,7.399407,0.208980,59,75
7.190428,7.805756,0.615329,64,59
7.225258,7.527117,0.301859,45,48
7.399407,7.550337,0.150930,71,60
7.399407,7.817366,0.417959,59,76
7.805756,8.120510,0.314753,64,62
7.805756,8.213390,0.407633,57,57
7.805756,8.225000,0.419243,76,61
7.817366,8.132120,0.314753,59,57
8.213390,8.979648,0.766259,57,53
8.213390,9.049308,0.835918,47,82
8.213390,9.049308,0.835918,69,66
8.225000,8.480419,0.255420,76,53
8.225000,9.049308,0.824308,59,62
9.049308,9.502097,0.452789,75,63
9.049308,9.653027,0.603719,69,66
9.049308,9.664637,0.615329,59,65
9.049308,10.083880,1.034572,47,70
9.374387,9.536927,0.162540,57,46
9.664637,10.049050,0.384413,77,50
9.664637,10.095490,0.430853,68,56
9.664637,10.710819,1.046182,61,54
9.676247,10.710819,1.034572,49,90
