start_s,end_s,duration_s,pitch_midi,velocity
0.150930,0.359909,0.208980,78,60
0.150930,0.534059,0.383129,50,87
0.150930,0.534059,0.383129,62,61
0.336689,0.534059,0.197370,57,96
0.534059,0.696599,0.162540,78,74
0.534059,0.731429,0.197370,57,74
0.534059,0.917188,0.383129,50,58
0.534059,0.928798,0.394739,62,75
0.719819,0.905578,0.185760,79,64
0.731429,1.114558,0.383129,57,87
0.917188,1.102948,0.185760,81,56
0.917188,1.114558,0.197370,50,96
0.928798,1.079728,0.150930,78,56
0.928798,1.300317,0.371519,62,61
1.114558,1.311927,0.197370,50,77
1.114558,1.311927,0.197370,57,98
1.300317,1.706667,0.406349,62,87
1.311927,1.497687,0.185760,57,78
1.311927,1.590567,0.278639,78,65
1.311927,1.706667,0.394739,50,64
1.497687,1.706667,0.208980,57,97
1.695057,1.915646,0.220590,79,58
1.706667,1.880816,0.174150,76,57
1.706667,1.904036,0.197370,50,88
1.706667,1.904036,0.197370,57,87
1.706667,2.044640,0.337973,62,48
1.904036,2.102690,0.198654,38,46
1.904036,2.253620,0.349583,50,67
1.904036,2.265229,0.361193,57,84
2.079470,2.346499,0.267029,78,66
2.079470,2.474209,0.394739,61,82
2.091080,2.404549,0.313469,74,60
2.265229,2.474209,0.208980,57,93
2.439379,2.915388,0.476009,38,43
2.474209,2.648359,0.174150,76,55
2.474209,2.659969,0.185760,57,86
2.474209,2.671579,0.197370,50,83
2.474209,2.822508,0.348299,62,50
2.474209,2.834118,0.359909,73,64
2.659969,3.043098,0.383129,57,90
2.671579,3.008268,0.336689,50,63
2.845728,3.403007,0.557279,61,79
3.043098,3.252078,0.208980,57,95
3.240468,3.426227,0.185760,81,62
3.240468,3.646817,0.406349,65,50
3.252078,3.484277,0.232200,77,59
3.252078,3.577157,0.325079,57,64
3.252078,3.646817,0.394739,53,92
3.437837,3.646817,0.208980,60,91
3.635207,3.774527,0.139320,77,49
3.635207,3.820966,0.185760,81,71
3.646817,3.832576,0.185760,60,71
3.646817,3.832576,0.185760,65,64
3.646817,4.008010,0.361193,53,70
3.832576,3.973180,0.140604,83,56
3.832576,4.205380,0.372803,60,84
4.008010,4.193770,0.185760,81,60
4.008010,4.205380,0.197370,84,65
4.008010,4.402749,0.394739,53,92
4.019620,4.275039,0.255420,65,52
4.205380,4.600119,0.394739,60,87
4.402749,4.576899,0.174150,77,54
4.402749,4.623339,0.220590,81,68
4.402749,4.774268,0.371519,53,73
4.507239,4.739439,0.232200,65,55
4.600119,4.797488,0.197370,60,99
4.785878,4.983248,0.197370,84,43
4.785878,5.180618,0.394739,56,94
4.797488,5.145788,0.348299,60,70
4.994858,5.377987,0.383129,63,64
5.006468,5.296717,0.290249,44,51
5.180618,5.343157,0.162540,84,57
5.180618,5.540527,0.359909,68,79
5.180618,5.563747,0.383129,56,63
5.377987,5.517307,0.139320,86,64
5.377987,5.540527,0.162540,82,69
5.377987,5.575357,0.197370,63,81
5.563747,5.703067,0.139320,87,51
5.563747,5.737897,0.174150,84,45
5.563747,5.958486,0.394739,56,95
5.575357,5.772727,0.197370,63,56
5.772727,5.959770,0.187044,63,85
5.958486,6.168750,0.210263,84,55
5.958486,6.331289,0.372803,56,69
5.958486,6.342899,0.384413,68,85
5.959770,6.145530,0.185760,63,61
6.145530,6.331289,0.185760,63,92
6.331289,6.528659,0.197370,63,62
6.331289,6.726029,0.394739,58,86
6.517049,6.667979,0.150930,46,53
6.528659,6.679589,0.150930,87,62
6.528659,6.702809,0.174150,84,61
6.540269,6.923398,0.383129,65,65
6.726029,6.865348,0.139320,89,44
6.726029,6.876958,0.150930,86,52
6.726029,7.097548,0.371519,58,73
6.726029,7.109158,0.383129,70,80
6.923398,7.294917,0.371519,65,77
7.120768,7.503897,0.383129,60,83
7.306527,7.457457,0.150930,89,60
7.306527,7.701267,0.394739,67,89
7.364577,7.550337,0.185760,48,43
7.503897,7.654827,0.150930,88,63
7.503897,7.863806,0.359909,72,76
7.503897,7.875416,0.371519,60,66
7.701267,8.526859,0.825592,67,75
7.875416,8.526859,0.651443,62,100
