start_s,end_s,duration_s,pitch_midi,velocity
0.150930,0.615329,0.464399,62,79
0.150930,0.626939,0.476009,69,69
0.162540,0.301859,0.139320,76,54
0.162540,0.580499,0.417959,64,69
0.383129,0.650159,0.267029,78,74
0.406349,0.545669,0.139320,50,44
0.615329,0.917188,0.301859,74,61
0.615329,0.952018,0.336689,62,42
0.626939,0.835918,0.208980,69,68
0.835918,1.451247,0.615329,69,64
0.952018,1.230658,0.278639,61,71
1.056508,1.416417,0.359909,76,73
1.068118,1.741497,0.673379,59,82
1.300317,1.544127,0.243810,78,70
1.532517,1.764717,0.232200,57,92
1.532517,1.927256,0.394739,74,70
1.764717,1.986590,0.221873,69,58
1.764717,1.998200,0.233483,57,89
1.986590,2.462599,0.476009,62,85
1.998200,2.149130,0.150930,45,48
1.998200,2.149130,0.150930,76,55
1.998200,2.242010,0.243810,57,63
1.998200,2.416159,0.417959,64,64
2.218790,2.485819,0.267029,78,78
2.462599,2.729629,0.267029,74,60
2.462599,2.822508,0.359909,62,49
2.683189,2.915388,0.232200,69,94
2.822508,3.089538,0.267029,61,71
2.915388,3.077928,0.162540,69,50
2.915388,3.147588,0.232200,79,71
2.915388,3.577157,0.661769,59,83
3.147588,3.368177,0.220590,78,67
3.379787,3.867406,0.487619,57,88
3.600377,3.925456,0.325079,74,75
3.855796,4.240210,0.384413,65,59
3.855796,4.309869,0.454073,67,85
3.855796,4.530459,0.674663,72,61
4.066060,4.298259,0.232200,81,81
4.263429,4.414359,0.150930,77,78
4.309869,4.495629,0.185760,67,51
4.309869,4.774268,0.464399,64,80
4.425969,4.669779,0.243810,77,64
4.530459,4.936808,0.406349,72,72
4.751049,4.994858,0.243810,62,97
4.751049,4.994858,0.243810,79,73
4.762659,4.925198,0.162540,67,41
4.994858,5.192228,0.197370,81,65
4.994858,5.401207,0.406349,62,74
5.227058,5.459257,0.232200,60,91
5.227058,5.610187,0.383129,77,76
5.459257,5.691457,0.232200,60,91
5.459257,5.784337,0.325079,72,53
5.691457,5.994600,0.303143,60,65
5.691457,6.157140,0.465683,67,83
5.703067,5.935266,0.232200,65,71
5.912046,6.133920,0.221873,81,80
5.935266,6.122310,0.187044,65,60
6.145530,6.505439,0.359909,77,69
6.157140,6.366119,0.208980,67,56
6.157140,6.644759,0.487619,64,79
6.377729,6.679589,0.301859,72,77
6.609929,6.842128,0.232200,62,98
6.609929,6.842128,0.232200,82,63
6.842128,7.027888,0.185760,81,57
6.842128,7.085938,0.243810,62,91
7.062718,7.202038,0.139320,79,45
7.074328,7.573557,0.499229,60,91
7.085938,7.271698,0.185760,62,62
7.306527,7.538727,0.232200,77,86
7.503897,7.643217,0.139320,75,65
7.573557,8.666179,1.092622,59,89
7.608387,8.666179,1.057792,63,85
7.619997,7.852196,0.232200,82,51
7.631607,7.840586,0.208980,47,58
7.631607,8.666179,1.034572,66,78
7.666437,7.828976,0.162540,85,54
7.957970,8.259829,0.301859,47,44
8.004410,8.352709,0.348299,35,41
