start_s,end_s,duration_s,pitch_midi,velocity
0.150930,0.615329,0.464399,62,80
0.150930,0.835918,0.684989,69,69
0.162540,0.313469,0.150930,76,55
0.162540,0.580499,0.417959,64,69
0.359909,0.650159,0.290249,78,74
0.615329,0.905578,0.290249,74,62
0.615329,1.242268,0.626939,61,85
0.835918,1.428027,0.592109,69,64
1.056508,1.416417,0.359909,76,73
1.068118,1.300317,0.232200,59,91
1.300317,1.544127,0.243810,78,74
1.300317,1.718277,0.417959,59,79
1.532517,1.764717,0.232200,57,91
1.532517,1.927256,0.394739,74,71
1.764717,1.985306,0.220590,69,58
1.764717,1.998200,0.233483,57,89
1.998200,2.149130,0.150930,76,54
1.998200,2.230400,0.232200,57,64
1.998200,2.230400,0.232200,64,73
1.998200,2.462599,0.464399,62,86
2.009810,2.149130,0.139320,45,48
2.218790,2.497429,0.278639,78,76
2.230400,2.427769,0.197370,64,58
2.462599,2.718019,0.255420,74,60
2.462599,2.810898,0.348299,62,50
2.683189,2.915388,0.232200,69,94
2.810898,3.089538,0.278639,61,72
2.915388,3.089538,0.174150,69,51
2.915388,3.147588,0.232200,79,73
2.915388,3.565547,0.650159,59,84
3.147588,3.368177,0.220590,78,67
3.391397,3.879016,0.487619,57,88
3.600377,3.925456,0.325079,74,76
3.855796,4.240210,0.384413,65,60
3.855796,4.309869,0.454073,67,86
3.855796,4.309869,0.454073,72,68
4.066060,4.298259,0.232200,81,82
4.263429,4.414359,0.150930,77,81
4.309869,4.495629,0.185760,67,53
4.309869,4.530459,0.220590,72,54
4.309869,4.774268,0.464399,64,81
4.425969,4.669779,0.243810,77,65
4.530459,4.762659,0.232200,72,88
4.751049,4.994858,0.243810,79,74
4.762659,4.948418,0.185760,67,44
4.762659,4.994858,0.232200,62,96
4.762659,5.157398,0.394739,72,44
4.994858,5.203838,0.208980,81,66
4.994858,5.401207,0.406349,62,73
5.192228,5.343157,0.150930,77,82
5.227058,5.982990,0.755932,60,81
5.354767,5.610187,0.255420,77,68
5.459257,5.668237,0.208980,72,62
5.691457,6.145530,0.454073,67,85
5.703067,6.122310,0.419243,65,65
5.912046,6.133920,0.221873,81,79
6.145530,6.412559,0.267029,67,55
6.145530,6.493829,0.348299,77,69
6.157140,6.644759,0.487619,64,79
6.377729,6.691199,0.313469,72,77
6.609929,6.842128,0.232200,62,97
6.609929,6.842128,0.232200,82,63
6.842128,7.027888,0.185760,81,60
6.842128,7.085938,0.243810,62,89
7.074328,7.538727,0.464399,60,94
7.085938,7.271698,0.185760,62,60
7.283307,7.538727,0.255420,77,85
7.503897,7.654827,0.150930,75,62
7.538727,8.666179,1.127452,59,90
7.619997,7.840586,0.220590,82,53
7.619997,8.666179,1.046182,63,85
7.631607,7.828976,0.197370,47,59
7.631607,8.666179,1.034572,66,80
7.666437,7.852196,0.185760,85,53
7.969580,8.248220,0.278639,47,43
8.027630,8.352709,0.325079,35,47
